text,label,topic
"the central bank announced a routine audit of municipal bonds, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,finance
"the university's robotics lab said in a statement an update to the app's privacy settings, based on a review of public records. Officials said further details would be shared once the review is complete.",1,technology
BREAKING: Leaked documents show the championship was secretly fixed by league executives — and share before this gets deleted!!!,0,sports
"marine biologists confirmed a new measurement of a distant galaxy's rotation, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,science
"the state legislature released data showing changes to the local permitting process, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,politics
Secret memo exposes how banks are secretly planning to freeze all accounts next week — and this changes everything.,0,finance
SHOCKING: Insiders reveal scientists secretly proved the theory is a complete hoax. Mainstream media refuses to cover this.,0,science
"the water management board clarified a survey of local water quality, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
What the mainstream media is HIDING: a banned substance scandal is being covered up by officials — and this changes everything.,0,sports
"the city council published findings indicating a proposed increase in the municipal budget, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, the production company published findings indicating a soundtrack credit correction. The update, based on a review of public records, follows a routine internal process.",1,entertainment
"BREAKING: Leaked documents show officials are hiding proof that the water supply is poisoned. Wake up, people!!!",0,environment
EXCLUSIVE: Whistleblower claims officials are quietly funneling millions to an unnamed shell company — and forward this to everyone you know.,0,politics
They don't want you to know that officials are hiding proof that the water supply is poisoned. The truth they buried for YEARS.,0,environment
"In a statement, the pension fund's trustees said in a statement an upward revision to GDP estimates. The update, based on a review of public records, follows a routine internal process.",1,finance
"the players' union outlined a plan to a scheduling change for the playoffs, pending further review. Officials said further details would be shared once the review is complete.",1,sports
What the mainstream media is HIDING: a common vitamin cures the disease doctors don't want you curing — and share before this gets deleted!!!,0,health
"the World Health Organization published findings indicating a trial testing a generic blood pressure drug, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,health
"They don't want you to know that secret documents reveal the company dumped toxic waste for decades. Wake up, people!!!",0,environment
"In a statement, the treasury department released data showing a quarter-point change to the benchmark rate. The update, as part of a routine quarterly update, follows a routine internal process.",1,finance
"In a statement, marine biologists clarified a new measurement of a distant galaxy's rotation. The update, pending further review, follows a routine internal process.",1,science
They don't want you to know that a hidden algorithm is rigging the market against ordinary investors — and share before this gets deleted!!!,0,finance
"In a statement, market analysts clarified a modest rise in consumer confidence. The update, following a months-long inquiry, follows a routine internal process.",1,finance
You won't believe what scientists secretly proved the theory is a complete hoax — and forward this to everyone you know.,0,science
"the awards committee outlined a plan to ticket sales for the festival, pending further review. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, the open-source maintainers said in a statement quarterly earnings for the cloud division. The update, though final numbers have not been confirmed, follows a routine internal process.",1,technology
"In a statement, the pension fund's trustees outlined a plan to a routine audit of municipal bonds. The update, according to figures released Tuesday, follows a routine internal process.",1,finance
"In a statement, engineers at the company clarified an update to the app's privacy settings. The update, as part of a routine quarterly update, follows a routine internal process.",1,technology
"the coastal authority said in a statement an update to the drought monitor, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,environment
They don't want you to know that players were secretly paid to throw the final match — and the truth they buried for years.,0,sports
"the standards committee said in a statement a new accessibility feature, pending further review. Officials said further details would be shared once the review is complete.",1,technology
"the athletic commission clarified a scheduling change for the playoffs, pending further review. Officials said further details would be shared once the review is complete.",1,sports
You won't believe what leaked data reveals the entire field has been covering up the truth — and mainstream media refuses to cover this.,0,science
"the stadium authority announced a minor rule clarification, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,sports
SHOCKING: Insiders reveal a leaked lab report shows the vaccine contains untested nanoparticles. The truth they buried for YEARS.,0,health
"the standards committee confirmed an update to the app's privacy settings, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
"the athletic commission reported a minor rule clarification, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,sports
You won't believe what a banned substance scandal is being covered up by officials. Share before this gets DELETED!!!,0,sports
"the city council reported revisions to the zoning code, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, the artist's management reported ticket sales for the festival. The update, according to figures released Tuesday, follows a routine internal process.",1,entertainment
They don't want you to know that engineers discovered the app can control devices without permission. The truth they buried for YEARS.,0,technology
What the mainstream media is HIDING: secret documents reveal the company dumped toxic waste for decades. The truth they buried for YEARS.,0,environment
EXCLUSIVE: Whistleblower claims leaked data reveals the entire field has been covering up the truth. This changes EVERYTHING.,0,science
SHOCKING: Insiders reveal a hidden algorithm is rigging the market against ordinary investors. Mainstream media refuses to cover this.,0,finance
They don't want you to know that players were secretly paid to throw the final match. The truth they buried for YEARS.,0,sports
"In a statement, the open-source maintainers announced quarterly earnings for the cloud division. The update, according to figures released Tuesday, follows a routine internal process.",1,technology
BREAKING: Leaked documents show a common vitamin cures the disease doctors don't want you curing — and the truth they buried for years.,0,health
"the Senate Finance Committee announced a proposed increase in the municipal budget, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
What the mainstream media is HIDING: players were secretly paid to throw the final match. The truth they buried for YEARS.,0,sports
"the stadium authority outlined a plan to a scheduling change for the playoffs, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, NASA's science directorate confirmed a newly catalogued asteroid. The update, according to figures released Tuesday, follows a routine internal process.",1,science
"You won't believe what a hidden clause shows the award was bought, not earned. Forward this to everyone you know.",0,entertainment
"a peer-reviewed study in The Lancet outlined a plan to a trial testing a generic blood pressure drug, based on a review of public records. Officials said further details would be shared once the review is complete.",1,health
"local hospital administrators said in a statement changes to hospital staffing ratios, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,health
What the mainstream media is HIDING: a hidden switch lets the company shut down your device remotely — and mainstream media refuses to cover this.,0,technology
EXCLUSIVE: Whistleblower claims insiders admit the currency will collapse within days — and this changes everything.,0,finance
"the athletic commission published findings indicating the venue for next season's opener, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,sports
"the FDA said in a statement changes to hospital staffing ratios, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,health
They don't want you to know that a leaked contract proves the show was scripted from the start. This changes EVERYTHING.,0,entertainment
"the state legislature said in a statement revisions to the zoning code, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,politics
"tournament organizers reported a review of instant-replay procedures, pending further review. Officials said further details would be shared once the review is complete.",1,sports
What the mainstream media is HIDING: a hidden algorithm is rigging the market against ordinary investors — and mainstream media refuses to cover this.,0,finance
"the state legislature outlined a plan to revisions to the zoning code, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
What the mainstream media is HIDING: scientists secretly proved the theory is a complete hoax — and the truth they buried for years.,0,science
"In a statement, the geological survey said in a statement a newly catalogued asteroid. The update, following a months-long inquiry, follows a routine internal process.",1,science
"In a statement, a peer-reviewed study in The Lancet confirmed a new study on sleep and memory. The update, following a months-long inquiry, follows a routine internal process.",1,health
"Doctors are FURIOUS after a hidden clause shows the award was bought, not earned — and mainstream media refuses to cover this.",0,entertainment
"NASA's science directorate reported a new measurement of a distant galaxy's rotation, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,science
SHOCKING: Insiders reveal banks are secretly planning to freeze all accounts next week. The truth they buried for YEARS.,0,finance
They don't want you to know that a hidden algorithm is rigging the market against ordinary investors — and forward this to everyone you know.,0,finance
What the mainstream media is HIDING: your phone is secretly recording every word you say and selling it. This changes EVERYTHING.,0,technology
BREAKING: Leaked documents show officials are quietly funneling millions to an unnamed shell company — and this changes everything.,0,politics
"the artist's management said in a statement a cast addition for the upcoming season, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, a university physics department published findings indicating a refinement to an existing climate model. The update, based on a review of public records, follows a routine internal process.",1,science
They don't want you to know that a hidden algorithm is rigging the market against ordinary investors. Forward this to everyone you know.,0,finance
"the geological survey released data showing a newly catalogued asteroid, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,science
"In a statement, a university physics department clarified a refinement to an existing climate model. The update, following a months-long inquiry, follows a routine internal process.",1,science
"In a statement, the city council confirmed a proposed increase in the municipal budget. The update, following a months-long inquiry, follows a routine internal process.",1,politics
BREAKING: Leaked documents show a hidden algorithm is rigging the market against ordinary investors — and mainstream media refuses to cover this.,0,finance
They don't want you to know that officials are hiding proof that the water supply is poisoned — and forward this to everyone you know.,0,environment
"local hospital administrators reported changes to hospital staffing ratios, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,health
"EXCLUSIVE: Whistleblower claims officials are quietly funneling millions to an unnamed shell company. Wake up, people!!!",0,politics
"market analysts released data showing an upward revision to GDP estimates, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,finance
Doctors are FURIOUS after secret documents reveal the company dumped toxic waste for decades. This changes EVERYTHING.,0,environment
"independent security researchers announced quarterly earnings for the cloud division, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,technology
"What the mainstream media is HIDING: a leaked contract proves the show was scripted from the start — and wake up, people!!!",0,entertainment
EXCLUSIVE: Whistleblower claims a hidden switch lets the company shut down your device remotely. The truth they buried for YEARS.,0,technology
"the production company published findings indicating a soundtrack credit correction, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
Doctors are FURIOUS after secret documents reveal the company dumped toxic waste for decades. The truth they buried for YEARS.,0,environment
"EXCLUSIVE: Whistleblower claims a hidden algorithm is rigging the market against ordinary investors — and wake up, people!!!",0,finance
"In a statement, marine biologists announced a refinement to an existing climate model. The update, according to figures released Tuesday, follows a routine internal process.",1,science
"the mayor's office clarified a new committee assignment, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
"local hospital administrators confirmed a new study on sleep and memory, pending further review. Officials said further details would be shared once the review is complete.",1,health
EXCLUSIVE: Whistleblower claims a hidden switch lets the company shut down your device remotely — and this changes everything.,0,technology
What the mainstream media is HIDING: a leaked contract proves the show was scripted from the start — and mainstream media refuses to cover this.,0,entertainment
EXCLUSIVE: Whistleblower claims players were secretly paid to throw the final match. Share before this gets DELETED!!!,0,sports
Secret memo exposes how the championship was secretly fixed by league executives — and mainstream media refuses to cover this.,0,sports
"In a statement, the geological survey said in a statement a fossil found during routine excavation. The update, according to figures released Tuesday, follows a routine internal process.",1,science
"Secret memo exposes how insiders reveal the star was secretly replaced months ago. Wake up, people!!!",0,entertainment
You won't believe what leaked data reveals the entire field has been covering up the truth. Forward this to everyone you know.,0,science
"In a statement, the European Parliament announced changes to the local permitting process. The update, based on a review of public records, follows a routine internal process.",1,politics
They don't want you to know that scientists secretly proved the theory is a complete hoax — and share before this gets deleted!!!,0,science
"You won't believe what a hidden clause shows the award was bought, not earned. The truth they buried for YEARS.",0,entertainment
"In a statement, the athletic commission released data showing a roster move ahead of the deadline. The update, following a months-long inquiry, follows a routine internal process.",1,sports
Doctors are FURIOUS after a secret vote was held at midnight to strip citizens of basic rights — and the truth they buried for years.,0,politics
"a university physics department published findings indicating a small increase in regional rainfall, pending further review. Officials said further details would be shared once the review is complete.",1,science
Secret memo exposes how leaked data reveals the entire field has been covering up the truth — and forward this to everyone you know.,0,science
BREAKING: Leaked documents show a leaked lab report shows the vaccine contains untested nanoparticles — and this changes everything.,0,health
SHOCKING: Insiders reveal your phone is secretly recording every word you say and selling it — and mainstream media refuses to cover this.,0,technology
"state environmental regulators reported an update to the drought monitor, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,environment
What the mainstream media is HIDING: scientists secretly proved the theory is a complete hoax — and mainstream media refuses to cover this.,0,science
What the mainstream media is HIDING: insiders reveal the star was secretly replaced months ago. Mainstream media refuses to cover this.,0,entertainment
"the open-source maintainers published findings indicating a security patch for a widely used library, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
"the production company reported the release date for a documentary, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,entertainment
SHOCKING: Insiders reveal officials are hiding proof that the water supply is poisoned. Share before this gets DELETED!!!,0,environment
Secret memo exposes how a leaked contract proves the show was scripted from the start — and the truth they buried for years.,0,entertainment
"In a statement, conservation researchers said in a statement a new permit for a recycling facility. The update, following a months-long inquiry, follows a routine internal process.",1,environment
"the network announced a schedule change for the ceremony, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, tournament organizers said in a statement a scheduling change for the playoffs. The update, though final numbers have not been confirmed, follows a routine internal process.",1,sports
They don't want you to know that a suppressed study shows the phenomenon was faked in a lab. Share before this gets DELETED!!!,0,science
What the mainstream media is HIDING: leaked data reveals the entire field has been covering up the truth — and forward this to everyone you know.,0,science
"the coastal authority confirmed a new permit for a recycling facility, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,environment
"In a statement, the athletic commission released data showing a review of instant-replay procedures. The update, as part of a routine quarterly update, follows a routine internal process.",1,sports
What the mainstream media is HIDING: a common vitamin cures the disease doctors don't want you curing. This changes EVERYTHING.,0,health
"a peer-reviewed study in The Lancet published findings indicating a trial testing a generic blood pressure drug, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,health
"Secret memo exposes how banks are secretly planning to freeze all accounts next week. Wake up, people!!!",0,finance
What the mainstream media is HIDING: a hidden switch lets the company shut down your device remotely — and share before this gets deleted!!!,0,technology
"the league office released data showing a scheduling change for the playoffs, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the water management board confirmed an update to the drought monitor. The update, according to figures released Tuesday, follows a routine internal process.",1,environment
Doctors are FURIOUS after a hidden switch lets the company shut down your device remotely. This changes EVERYTHING.,0,technology
"In a statement, the athletic commission released data showing a scheduling change for the playoffs. The update, as part of a routine quarterly update, follows a routine internal process.",1,sports
What the mainstream media is HIDING: a hidden algorithm is rigging the market against ordinary investors — and this changes everything.,0,finance
"SHOCKING: Insiders reveal banks are secretly planning to freeze all accounts next week — and wake up, people!!!",0,finance
EXCLUSIVE: Whistleblower claims scientists secretly proved the theory is a complete hoax. Share before this gets DELETED!!!,0,science
"In a statement, the ratings agency published findings indicating a modest rise in consumer confidence. The update, based on a review of public records, follows a routine internal process.",1,finance
"In a statement, the city council outlined a plan to a proposed increase in the municipal budget. The update, based on a review of public records, follows a routine internal process.",1,politics
"In a statement, the FDA published findings indicating a trial testing a generic blood pressure drug. The update, according to figures released Tuesday, follows a routine internal process.",1,health
EXCLUSIVE: Whistleblower claims a hidden algorithm is rigging the market against ordinary investors. The truth they buried for YEARS.,0,finance
Doctors are FURIOUS after leaked data reveals the entire field has been covering up the truth — and share before this gets deleted!!!,0,science
"What the mainstream media is HIDING: a hidden clause shows the award was bought, not earned — and this changes everything.",0,entertainment
"In a statement, the city council clarified the timeline for the infrastructure bill. The update, pending further review, follows a routine internal process.",1,politics
"In a statement, Johns Hopkins researchers outlined a plan to changes to hospital staffing ratios. The update, according to figures released Tuesday, follows a routine internal process.",1,health
"In a statement, the Department of Labor published findings indicating revisions to the zoning code. The update, as part of a routine quarterly update, follows a routine internal process.",1,politics
What the mainstream media is HIDING: engineers discovered the app can control devices without permission — and forward this to everyone you know.,0,technology
"EXCLUSIVE: Whistleblower claims banks are secretly planning to freeze all accounts next week — and wake up, people!!!",0,finance
"the treasury department outlined a plan to a routine audit of municipal bonds, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,finance
"Secret memo exposes how officials are quietly funneling millions to an unnamed shell company — and wake up, people!!!",0,politics
"EXCLUSIVE: Whistleblower claims a hidden switch lets the company shut down your device remotely. Wake up, people!!!",0,technology
"the geological survey said in a statement a refinement to an existing climate model, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,science
"In a statement, a university physics department announced a new measurement of a distant galaxy's rotation. The update, based on a review of public records, follows a routine internal process.",1,science
"In a statement, the CDC reported a trial testing a generic blood pressure drug. The update, based on a review of public records, follows a routine internal process.",1,health
"the ratings agency published findings indicating an upward revision to GDP estimates, based on a review of public records. Officials said further details would be shared once the review is complete.",1,finance
You won't believe what insiders admit the currency will collapse within days. Mainstream media refuses to cover this.,0,finance
EXCLUSIVE: Whistleblower claims a hidden clause will let the government seize private property overnight. Share before this gets DELETED!!!,0,politics
You won't believe what insiders admit the currency will collapse within days — and this changes everything.,0,finance
"In a statement, the league office clarified a minor rule clarification. The update, pending further review, follows a routine internal process.",1,sports
"In a statement, the geological survey said in a statement a new measurement of a distant galaxy's rotation. The update, based on a review of public records, follows a routine internal process.",1,science
"SHOCKING: Insiders reveal a leaked report shows the disaster was covered up for years. Wake up, people!!!",0,environment
SHOCKING: Insiders reveal scientists secretly proved the theory is a complete hoax. Forward this to everyone you know.,0,science
"the forestry service outlined a plan to a new permit for a recycling facility, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,environment
"In a statement, the World Health Organization reported changes to hospital staffing ratios. The update, following a months-long inquiry, follows a routine internal process.",1,health
"the network outlined a plan to a cast addition for the upcoming season, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, market analysts announced a modest rise in consumer confidence. The update, as part of a routine quarterly update, follows a routine internal process.",1,finance
BREAKING: Leaked documents show engineers discovered the app can control devices without permission — and forward this to everyone you know.,0,technology
"market analysts outlined a plan to a quarter-point change to the benchmark rate, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,finance
EXCLUSIVE: Whistleblower claims engineers discovered the app can control devices without permission — and forward this to everyone you know.,0,technology
"the university's robotics lab released data showing a new accessibility feature, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,technology
Secret memo exposes how insiders reveal the star was secretly replaced months ago — and share before this gets deleted!!!,0,entertainment
EXCLUSIVE: Whistleblower claims a leaked report shows the disaster was covered up for years. The truth they buried for YEARS.,0,environment
Doctors are FURIOUS after scientists secretly proved the theory is a complete hoax. Forward this to everyone you know.,0,science
"the state legislature clarified a proposed increase in the municipal budget, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, the league office published findings indicating the venue for next season's opener. The update, though final numbers have not been confirmed, follows a routine internal process.",1,sports
"In a statement, the city council said in a statement the timeline for the infrastructure bill. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
"BREAKING: Leaked documents show scientists secretly proved the theory is a complete hoax. Wake up, people!!!",0,science
What the mainstream media is HIDING: a leaked contract proves the show was scripted from the start. This changes EVERYTHING.,0,entertainment
EXCLUSIVE: Whistleblower claims your phone is secretly recording every word you say and selling it. The truth they buried for YEARS.,0,technology
"market analysts reported an upward revision to GDP estimates, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,finance
SHOCKING: Insiders reveal banks are secretly planning to freeze all accounts next week — and share before this gets deleted!!!,0,finance
BREAKING: Leaked documents show a hidden switch lets the company shut down your device remotely. Mainstream media refuses to cover this.,0,technology
"In a statement, tournament organizers confirmed a roster move ahead of the deadline. The update, though final numbers have not been confirmed, follows a routine internal process.",1,sports
They don't want you to know that a common vitamin cures the disease doctors don't want you curing. Share before this gets DELETED!!!,0,health
SHOCKING: Insiders reveal leaked data reveals the entire field has been covering up the truth. Forward this to everyone you know.,0,science
"SHOCKING: Insiders reveal a hidden clause shows the award was bought, not earned. The truth they buried for YEARS.",0,entertainment
You won't believe what officials are quietly funneling millions to an unnamed shell company. This changes EVERYTHING.,0,politics
"In a statement, climate researchers clarified a small increase in regional rainfall. The update, though final numbers have not been confirmed, follows a routine internal process.",1,science
"Doctors are FURIOUS after insiders admit the currency will collapse within days. Wake up, people!!!",0,finance
BREAKING: Leaked documents show a common vitamin cures the disease doctors don't want you curing — and this changes everything.,0,health
"SHOCKING: Insiders reveal the championship was secretly fixed by league executives. Wake up, people!!!",0,sports
"the open-source maintainers released data showing a new accessibility feature, pending further review. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, the Department of Labor published findings indicating a new committee assignment. The update, following a months-long inquiry, follows a routine internal process.",1,politics
"In a statement, the production company released data showing a cast addition for the upcoming season. The update, though final numbers have not been confirmed, follows a routine internal process.",1,entertainment
"festival organizers announced the release date for a documentary, based on a review of public records. Officials said further details would be shared once the review is complete.",1,entertainment
"What the mainstream media is HIDING: a hidden clause shows the award was bought, not earned — and share before this gets deleted!!!",0,entertainment
"In a statement, the ratings agency announced a quarter-point change to the benchmark rate. The update, following a months-long inquiry, follows a routine internal process.",1,finance
Doctors are FURIOUS after a hidden switch lets the company shut down your device remotely. Mainstream media refuses to cover this.,0,technology
They don't want you to know that scientists secretly proved the theory is a complete hoax. Share before this gets DELETED!!!,0,science
"Doctors are FURIOUS after a hidden clause shows the award was bought, not earned. The truth they buried for YEARS.",0,entertainment
"Secret memo exposes how a hidden switch lets the company shut down your device remotely — and wake up, people!!!",0,technology
"conservation researchers said in a statement a habitat restoration project's first-year results, pending further review. Officials said further details would be shared once the review is complete.",1,environment
EXCLUSIVE: Whistleblower claims officials are quietly funneling millions to an unnamed shell company. Share before this gets DELETED!!!,0,politics
Doctors are FURIOUS after the championship was secretly fixed by league executives — and forward this to everyone you know.,0,sports
BREAKING: Leaked documents show your phone is secretly recording every word you say and selling it. Share before this gets DELETED!!!,0,technology
BREAKING: Leaked documents show engineers discovered the app can control devices without permission. Forward this to everyone you know.,0,technology
BREAKING: Leaked documents show a leaked contract proves the show was scripted from the start. Forward this to everyone you know.,0,entertainment
"In a statement, the studio's publicist announced a schedule change for the ceremony. The update, pending further review, follows a routine internal process.",1,entertainment
"BREAKING: Leaked documents show a hidden clause shows the award was bought, not earned — and wake up, people!!!",0,entertainment
EXCLUSIVE: Whistleblower claims engineers discovered the app can control devices without permission. Share before this gets DELETED!!!,0,technology
They don't want you to know that a leaked report shows the disaster was covered up for years — and forward this to everyone you know.,0,environment
EXCLUSIVE: Whistleblower claims a suppressed study shows the phenomenon was faked in a lab — and forward this to everyone you know.,0,science
"the city council released data showing revisions to the zoning code, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,politics
They don't want you to know that a hidden algorithm is rigging the market against ordinary investors. The truth they buried for YEARS.,0,finance
"the mayor's office said in a statement revisions to the zoning code, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, marine biologists clarified a refinement to an existing climate model. The update, following a months-long inquiry, follows a routine internal process.",1,science
SHOCKING: Insiders reveal insiders reveal the star was secretly replaced months ago. Forward this to everyone you know.,0,entertainment
Doctors are FURIOUS after banks are secretly planning to freeze all accounts next week — and the truth they buried for years.,0,finance
SHOCKING: Insiders reveal a hidden clause will let the government seize private property overnight — and the truth they buried for years.,0,politics
You won't believe what engineers discovered the app can control devices without permission — and mainstream media refuses to cover this.,0,technology
"engineers at the company said in a statement a delay in the chip's production timeline, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, state environmental regulators clarified a habitat restoration project's first-year results. The update, as part of a routine quarterly update, follows a routine internal process.",1,environment
"In a statement, state environmental regulators confirmed a survey of local water quality. The update, following a months-long inquiry, follows a routine internal process.",1,environment
You won't believe what your phone is secretly recording every word you say and selling it. The truth they buried for YEARS.,0,technology
They don't want you to know that a suppressed study shows the phenomenon was faked in a lab. Mainstream media refuses to cover this.,0,science
"In a statement, the awards committee published findings indicating a schedule change for the ceremony. The update, based on a review of public records, follows a routine internal process.",1,entertainment
Secret memo exposes how secret documents reveal the company dumped toxic waste for decades — and forward this to everyone you know.,0,environment
"independent security researchers said in a statement a delay in the chip's production timeline, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,technology
"EXCLUSIVE: Whistleblower claims insiders admit the currency will collapse within days. Wake up, people!!!",0,finance
"In a statement, local hospital administrators confirmed changes to hospital staffing ratios. The update, as part of a routine quarterly update, follows a routine internal process.",1,health
"In a statement, the mayor's office reported revisions to the zoning code. The update, based on a review of public records, follows a routine internal process.",1,politics
"the European Parliament published findings indicating revisions to the zoning code, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,politics
They don't want you to know that a leaked report shows the disaster was covered up for years — and mainstream media refuses to cover this.,0,environment
"In a statement, climate researchers announced a small increase in regional rainfall. The update, as part of a routine quarterly update, follows a routine internal process.",1,science
SHOCKING: Insiders reveal a leaked lab report shows the vaccine contains untested nanoparticles. Forward this to everyone you know.,0,health
"the coastal authority outlined a plan to a habitat restoration project's first-year results, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,environment
"Doctors are FURIOUS after officials are hiding proof that the water supply is poisoned — and wake up, people!!!",0,environment
"In a statement, the studio's publicist published findings indicating a soundtrack credit correction. The update, according to figures released Tuesday, follows a routine internal process.",1,entertainment
"In a statement, NASA's science directorate published findings indicating a small increase in regional rainfall. The update, according to figures released Tuesday, follows a routine internal process.",1,science
BREAKING: Leaked documents show hospitals are hiding a miracle treatment to protect profits. Share before this gets DELETED!!!,0,health
You won't believe what officials are quietly funneling millions to an unnamed shell company — and forward this to everyone you know.,0,politics
"In a statement, the awards committee confirmed the release date for a documentary. The update, pending further review, follows a routine internal process.",1,entertainment
They don't want you to know that a leaked report shows the disaster was covered up for years. The truth they buried for YEARS.,0,environment
You won't believe what the championship was secretly fixed by league executives. The truth they buried for YEARS.,0,sports
"the geological survey said in a statement a new measurement of a distant galaxy's rotation, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,science
"the geological survey confirmed a newly catalogued asteroid, pending further review. Officials said further details would be shared once the review is complete.",1,science
"the state legislature reported the timeline for the infrastructure bill, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,politics
EXCLUSIVE: Whistleblower claims scientists secretly proved the theory is a complete hoax. Forward this to everyone you know.,0,science
BREAKING: Leaked documents show your phone is secretly recording every word you say and selling it — and forward this to everyone you know.,0,technology
"In a statement, a peer-reviewed study in The Lancet released data showing changes to hospital staffing ratios. The update, as part of a routine quarterly update, follows a routine internal process.",1,health
"a team at the national observatory announced a refinement to an existing climate model, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,science
Doctors are FURIOUS after a secret vote was held at midnight to strip citizens of basic rights. Forward this to everyone you know.,0,politics
"In a statement, the ratings agency outlined a plan to a modest rise in consumer confidence. The update, though final numbers have not been confirmed, follows a routine internal process.",1,finance
"In a statement, the product team published findings indicating an update to the app's privacy settings. The update, as part of a routine quarterly update, follows a routine internal process.",1,technology
EXCLUSIVE: Whistleblower claims secret documents reveal the company dumped toxic waste for decades — and mainstream media refuses to cover this.,0,environment
Secret memo exposes how officials are hiding proof that the water supply is poisoned. Mainstream media refuses to cover this.,0,environment
They don't want you to know that your phone is secretly recording every word you say and selling it — and this changes everything.,0,technology
"In a statement, the university's robotics lab confirmed a delay in the chip's production timeline. The update, based on a review of public records, follows a routine internal process.",1,technology
"NASA's science directorate reported a small increase in regional rainfall, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,science
"In a statement, climate researchers outlined a plan to a refinement to an existing climate model. The update, though final numbers have not been confirmed, follows a routine internal process.",1,science
"In a statement, independent security researchers outlined a plan to a delay in the chip's production timeline. The update, following a months-long inquiry, follows a routine internal process.",1,technology
"the central bank confirmed an update to lending standards, pending further review. Officials said further details would be shared once the review is complete.",1,finance
"In a statement, the athletic commission released data showing a scheduling change for the playoffs. The update, though final numbers have not been confirmed, follows a routine internal process.",1,sports
"In a statement, the city council clarified the timeline for the infrastructure bill. The update, as part of a routine quarterly update, follows a routine internal process.",1,politics
"the studio's publicist published findings indicating a soundtrack credit correction, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
"In a statement, the treasury department released data showing a routine audit of municipal bonds. The update, following a months-long inquiry, follows a routine internal process.",1,finance
"market analysts confirmed an upward revision to GDP estimates, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,finance
"In a statement, the awards committee outlined a plan to ticket sales for the festival. The update, pending further review, follows a routine internal process.",1,entertainment
